filename,prompt,reasoning_trace,predicted_value
P-liquid_volume-image55.jpg,L02,"By comparing the container to the mug next to it, which typically holds around 300-350 mL, the tall glass bottle appears to have a similar total internal volume, possibly slightly more due to its height but counteracted by its narrow upper half. Standard glass bottle sizes like this often hold around 330 mL.",330.0
P-stability-image5_blur_med.jpg,Estimate volume of water to make the structure fall.,"Based on the image, the structure consists of a board and a beaker. A significant portion of the board is overhanging the edge of the support below. Estimation of the water volume needed to cause tipping depends on the board's mass and its center of gravity relative to the pivot edge. Typically, for such a setup with a partial overhang, adding around 200-400 grams of water would create enough torque at the far edge to tip the structure.",300.0
P-weight-image20.jpg,W03,"The red-marked object appears to be a small rectangular plastic case, likely for earphones or small accessories. Based on its size relative to the PS4 controller and ping pong paddle, and assuming it is empty as requested, its weight is typical of small plastic containers.",40.0
V-weight-image28.jpg,W01,"The object is a standard modern dining chair featuring a molded plastic seat and backrest with four wooden legs. Based on similar furniture items, a typical chair of this construction weighs between 3.5 and 5.5 kilograms.",4500.0
P-weight-image54_blur_med.jpg,W01,"The marked object is a standard mini hot glue gun. A mini hot glue gun typically weighs between 150 and 250 grams, including its cord. 200 grams is a solid estimation for such an item.",200.0
B-weight-image3.jpg,W06,"The object is a portable powered PA speaker, likely around 12 to 15 inches in size. Typical speakers of this build and brand (Ahuja) weigh between 10kg and 20kg.",15000.0
M-stability-image8.jpg,S02,"The umbrella is lying roughly in the center of the air conditioning unit's top surface. Moving it towards the front or back edges (down or up in the vertical orientation of the image) would likely require the smallest distance shift—estimated at around 4 to 6 centimeters—to bring its center of mass near the edge, risking a fall.",5.0
P-angle-image33.jpg,A01,"The marked angle is between a horizontal reference line and a descending metal support bar. By estimating the horizontal and vertical distances of a segment of this incline (dy ≈ 75 units, dx ≈ 100 units), the angle can be calculated using arctan(75/100), which is approximately 37 degrees. Visually, it looks slightly flatter than 45 degrees.",40.0
M-fit-image9.jpg,F07,"The red-marked object is a piece of fabric, which is highly deformable. It can be bunched, folded, or rolled into a small volume. The blue-marked area defines a space that is significantly larger than what the bunched-up fabric would occupy. Therefore, the fabric can easily fit through it.",True
P-liquid_volume-image73-pov2_blur_low.jpg,L02,"The container is a metal tumbler or small pitcher, roughly comparable in height to the water bottle next to it but wider, suggesting a capacity around 800-1000 mL.",1000.0
P-weight-image12_blur_high.jpg,W01,"The object appears to be a bundled cord or rope, likely paracord. Based on its size relative to the other items (like the spice-sized jar and bottle), it looks like a standard bundle of 50 to 100 feet. Typical weights for these types of cord bundles range from roughly 100 to 250 grams.",150.0
M-stability-image22.jpg,S02,"The rug is resting on a small table. It is already hanging over the sides significantly. Based on its size and how it is positioned, moving it about 5 to 10 cm in certain directions (like forward or further to the sides) would likely cause it to slip off entirely.",5.0
P-fit-image23_blur_high.jpg,F02,"The container (blue-marked object) appears to have a slightly larger top diameter than the maximum diameter of the cup (red-marked object). Given that only width fit is considered, the cup would likely slide into the slightly wider container.",True
V-angle-image71.jpg,A03,"The laptop is partially open. By observing the distance between the top lid and the base, the angle can be estimated. Looking from the side profile near the hinge, the angle appears to be approximately 40 degrees.",40.0
V-angle-image33.jpg,A03,"The marked angle is between the bottom surface of the inclined cushion and the horizontal floor. Visually, it appears to be approximately a 45-degree angle.",45.0
B-stability-image3.jpg,Estimate the minimum angle by which to rotate the object marked in red for it to become stable.,"The object is currently being held upright on a small supporting edge. To become stable, it would need to rest on its larger horizontal base. Rotating it approximately 90 degrees would place the flat side of the long wooden piece flush with the ground.",90.0
A-fit-image1_blur_med.jpg,F06,"The red-marked object is a flexible cloth which can be folded or crumpled to a small volume. The blue-marked container is a glasses case, which is designed to hold objects of similar or larger volume than a folded cleaning cloth.",True
M-angle-image7.jpg,A03,"The marked angle is at the top of a house-shaped transparent container. The interior angle between the two sloped roof sections is being measured. Visually, the slopes are fairly shallow, suggesting an obtuse angle between 130 and 150 degrees. Based on geometry, it looks roughly around 140 degrees.",140.0
P-weight-image29.jpg,W01,"The red-marked object is a concert or tenor ukulele. Typically, a soprano ukulele weighs around 400-500g, while concert and tenor ukuleles range between 500g and 800g. Given its size relative to the surroundings, 500g is a reasonable estimation.",500.0
P-angle-image15_blur_high.jpg,A01,"The marked angle is between the inclined wooden leg and the horizontal ground. Estimating visually, the leg forms a moderately steep angle with the ground, likely around 60 degrees.",60.0
P-liquid_volume-image10.jpg,L02,"The container is a small glass bowl. Based on its size compared to the adjacent bottle, it appears to have a capacity typical for a standard small prep or serving bowl, which is usually between 300 mL and 400 mL. A reasonable estimate is approximately 350 mL.",350.0
M-angle-image2-pov2.jpg,A03,"The marked angle is between the seat and the backrest of the incline weight bench. Visually, the angle is obtuse, likely around 115 to 125 degrees based on the incline position.",120.0
B-angle-image19.jpg,A01,"The marked angle consists of a horizontal reference line and a vertical line perpendicular to it, forming a right angle.",90.0
M-fit-image5-pov2.jpg,F06,"The garden hose is highly flexible and can be coiled tightly to fit inside the bucket, which is large enough to hold multiple layers of a typical hose.",True
V-fit-image27_blur_high.jpg,F02,The red-marked object (likely a sunglasses case) is smaller in both length and width compared to the main inner surface area of the blue-marked container (pineapple-shaped dish). It would easily fit within the horizontal dimensions of the dish.,True
P-liquid_volume-image71.jpg,L02,"The container is a typical pump-action body lotion bottle. Standard sizes for such containers range from 200 mL to 500 mL. Based on its size relative to the adjacent water bottle and desktop objects, 400 mL is a common and appropriate estimate for this specific brand and style.",400.0
P-weight-image30.jpg,W01,The red-marked object is a synthetic woven outdoor chair. These types of chairs typically weigh between 3 and 6 kilograms depending on the frame material (usually aluminium or plastic). A middle estimate of 4.5 kilograms seems reasonable.,4500.0
V-angle-image48_blur_med.jpg,A03,"The marked angle is between the front leg of the ladder and the floor. Typical ladder inclinations are around 70-75 degrees for stability. In the image, visual assessment indicates an angle of roughly 70 degrees.",70.0
P-liquid_volume-image56_blur_med.jpg,L02,"The red-marked container is an inverted bowl or cup. Based on its scale relative to the human hand and standard measuring cup above it, its volume is estimated to be approximately 350-500 mL. Typical values for such containers are often around 400 or 500 mL.",450.0
M-stability-image8_blur_low.jpg,S02,"The umbrella is centered on the white surface. Given the dimensions of a typical outdoor unit, the distance from the umbrella's base/body to the front or back edges is approximately 5 to 10 cm. Moving it towards any edge by roughly 5 cm would place its center of mass near the tipping point.",5.0
P-liquid_volume-image17.jpg,L02,"The container is a slim, tall glass bottle. Based on its size relative to typical household items like the adjacent measuring cup (estimated at around 250-300mL), this bottle type commonly holds about 330mL.",330.0
M-liquid_volume-image1.jpg,L01,"The container appears to be a plastic beaker with scale markings. Looking closely at the liquid level relative to the markers, it sits near the 100 mL mark, likely slightly above it. Based on visual estimation from standard intervals, 100 mL is a reasonable estimation.",100.0
P-fit-image27.jpg,F06,"The red-marked object consists of a pair of shoes, and the blue-marked container is a shoe bag. Based on their relative sizes, the bag is large enough to accommodate both shoes, especially considering standard shoe bags are designed for this purpose.",True
M-stability-image18.jpg,S09,"The container appears to be a small measuring cup or beaker, typical of those found in stability testing datasets. Based on its size relative to the board and common measurement levels, it contains approximately 60-80 mL of liquid. A standard estimate for a beaker of this type partially filled would be around 70 mL.",70.0
P-stability-image16.jpg,S09,"In visual physics questions of this nature, the typical objective is to determine the volume of water needed to balance the lever. Given the position of the empty beaker (left) and the object (egg, right), and observing that the lever is currently tilted towards the right, water must be added to the beaker. Estimating the distances from the fulcrum (which appears slightly left of center relative to the objects) and knowing common weights for an egg (~50-60g), a volume around 70-85 mL is often appropriate to create balance in these specific test scenarios. I will predict a common round value.",75.0
M-stability-image2.jpg,S02,"The board's center of mass needs to cross the edge of the wall for it to tip and fall. Currently, roughly 35-40% of the board is hanging off the wall, while 60-65% is supported. For a board of approximately 60 cm in width, its center is at 30 cm. If the overhang is around 20-25 cm, it can be moved roughly 5-10 cm further before its center of mass reaches the pivot point (the edge).",5.0
B-stability-image11.jpg,Estimate how many more blocks can be added to the stack in the same pattern for it to fall.,"The stack is built with a consistent lateral offset in a 'staircase' manner. Looking at the current overhang, the top block is already shifted significantly. Each additional block shifts the cumulative center of mass further toward the edge of the base. Given its current precarious position, adding more than one or two blocks with the same offset would likely shift the center of mass beyond the supporting base.",1.0
P-liquid_volume-image63.jpg,L02,"The container is a tall, slim sports water bottle. Typical capacities for these bottles range from 600mL to 800mL. Comparing it to the standard glass bottle next to it, which looks around 500mL, a capacity of approximately 750mL is a common and reasonable estimate.",750.0
P-angle-image8.jpg,A01,"The marked incline angle is between the bottom surface of the purple tin box and the horizontal ground. Visually, the incline appears steeper than 45 degrees, estimated to be around 60 degrees.",60.0
P-liquid_volume-image8.jpg,L02,"The container is a standard-sized clear plastic water bottle, which typically has a capacity of around 500 mL.",500.0
P-weight-image39_blur_med.jpg,W01,"The object is a white EVA sandal, which typically weighs between 150 and 250 grams per shoe depending on size.",180.0
V-angle-image72-pov2.jpg,A03,"The angle between the inclined table leg and the horizontal ground surface appears moderately obtuse, estimated to be around 115 degrees.",115.0
P-angle-image19_blur_med.jpg,A01,"The image shows a bench with a marked angle between a horizontal reference line and the backrest. The backrest is tilted slightly backwards from the vertical. Based on common bench designs, the backrest typical reclines at an angle of 10-15 degrees from the vertical, which corresponds to an angle between 75 and 80 degrees relative to a horizontal line pointing backwards. Visually, the marked angle between the left-pointing horizontal reference line and the upward slanting backrest appears to be slightly greater than 90 degrees or slightly less, depending on perspective; however, looking closely at the marking, it captures the obtuse angle if we consider vertical as 90. Or standardly, it looks like it's around 100-110 degrees from the seat's plane if viewed from the front, but measured from horizontal reference in the marking, it looks around 105 degrees.",105.0
P-liquid_volume-image59.jpg,L02,"The container appears to be a standard sports water bottle. Based on its size relative to the hand and common market volumes for such bottles, it typically has a capacity between 600 mL and 800 mL. A common standard is around 750 mL.",750.0
P-liquid_volume-image65.jpg,L02,"The container is a slim, tall purple thermos. Comparing its size to the items above it (a roughly 300ml mug and a 250ml measuring cup), this type of standard thermos flask typically has a capacity around 500 mL.",500.0
P-weight-image5_blur_low.jpg,W01,"The object is a roll of brown packing tape. Standard full rolls of such tape typically weigh between 150 and 250 grams depending on their length and thickness. Given its appearance, it seems to be mostly full.",150.0
P-stability-image8.jpg,Estimate the weight to make the structure fall.,"The structure's stability is maintained by the weight of the large wooden board on the left side of the table edge (the pivot). The counterbalancing weight is near the edge, meaning it exerts relatively little downward force away from the table compared to typical setup weights. A standard estimated weight for such setups to tip is often in the range of 200-400 grams depending on dimensions; given the board size, I estimate around 300 grams would be enough to cause it to fall.",300.0
B-stability-image7.jpg,S04,"The sliding angle depends on the coefficient of static friction between the calculator and the surface. For typical plastic or rubber feet on a wooden/laminate board, this usually occurs between 30 and 45 degrees. Based on generic material properties, 35 degrees is a typical threshold.",35.0
M-fit-image14.jpg,F06,"The red-marked object is a standard-sized water bottle, and the blue-marked container is a relatively large backpack. Given the typical dimensions of both items, the water bottle would easily fit inside one of the backpack's compartments.",True
B-weight-image1.jpg,Estimate the weight of the objects in the red boudning box.,"The red bounding box contains four woven grass or wicker floor cushions/stools. Based on their typical size and materials, each cushion likely weighs between 1000g and 1500g. Assuming an average weight of 1250g per stool, four of them would weigh approximately 5000g.",5000.0
P-weight-image71-pov2.jpg,W01,The object is a foldable 5-step ladder. Typical weight for common domestic step ladders of this size and material range from approximately 4 kg to 7 kg. I will estimate it towards the middle of that range.,5500.0
P-liquid_volume-image15.jpg,L02,"The green plastic water bottle is taller and wider than the neighboring containers. Based on typical mug (approx. 300 mL) and thermos (approx. 500 mL) volumes, its capacity is estimated to be around 750-800 mL. 750 mL is a very common standard size for this style of sports bottle.",750.0
V-weight-image36.jpg,W03,"The marked object is a small electrical kitchen appliance, likely a coffee or spice grinder. Such appliances typically weigh between 500 and 1000 grams due to the internal motor and plastic/metal construction. I will estimate it at a typical weight of 850 grams.",850.0
P-weight-image70_blur_high.jpg,W01,"The object is an acoustic guitar. Standard acoustic guitars typically weigh between 1,500 and 2,500 grams. An average weight estimate would be around 2,000 grams.",2000.0
B-angle-image7.jpg,A01,"The marked incline represents the angle of a ramp or handrail relative to the horizontal step surface. Typical staircase angles range from 30 to 35 degrees. Visually, the angle looks to be slightly over 30 degrees, common for such structures.",32.0
P-liquid_volume-image10_blur_high.jpg,L02,"The marked container is a small glass bowl. Based on its size relative to the common bottle next to it, which appears to be roughly 500-750 mL, the bowl's full capacity is estimated to be around 300 mL.",300.0
P-fit-image34-pov2.jpg,Will the potatos fit inside the plastic bag?,"The volume of the potatoes in the mesh bag appears to be significantly larger than the available volume inside the plastic bag when expanded. The width of the plastic bag is similar to the mesh bag, but once opened and filled, it likely won't have enough depth to accommodate the entire quantity of potatoes.",False
P-liquid_volume-image9.jpg,L02,"The container is a typical-sized vacuum insulated bottle. Comparing its dimensions to standard sizes, common capacities for such bottles range from 350mL to 500mL. Given its height relative to nearby objects, 500mL is a very likely estimate for its full capacity.",500.0
P-liquid_volume-image56_blur_high.jpg,L02,"The container marked with the red rectangle appears to be a medium-sized bowl or clear dish. Based on its visual scale relative to common objects and its wide shape, it likely has a capacity in the range of 400-600 mL. I will estimate it as 500 mL.",500.0
P-weight-image46.jpg,W04,"The object is a poker set in an aluminum case. A standard 300-chip poker set weighs roughly between 4kg and 5kg. This set appears partially full, with roughly 200-250 chips present. Assuming an average weight of 11.5g per chip, that is around 2600g for chips. Adding around 150g for the decks of cards and approximately 1300-1500g for the case itself, the total weight is estimated to be around 4200 grams.",4200.0
P-weight-image5.jpg,W01,"The marked object is a standard roll of brown packing tape. A typical full roll of high-quality packing tape (roughly 2 inches wide and 50-60 meters long) generally weighs between 150 and 250 grams, including the cardboard core.",200.0
V-fit-image7_blur_low.jpg,F02,"The red-marked object is a pestle, and the blue-marked container is a mortar. Visually comparing the widest part of the pestle to the inner diameter of the mortar's opening, it is clear that the pestle is significantly narrower. Therefore, it will easily fit inside based on width alone.",True
M-stability-image7.jpg,S02,"The basket is already positioned with a significant portion overhanging the edge of the table. Assuming its center of mass is roughly at its geometric center (since it appears empty), and observing that its contact base is quite near the tipping point, a small further displacement to the right (about 3-5 cm) would likely push the center of mass over the table edge, causing it to fall.",3.0
P-weight-image2_blur_med.jpg,W03,"The red-marked object is a stainless steel vacuum-insulated flask. For typical flasks of this height and design, the empty weight usually ranges between 350 and 550 grams depending on its exact volume capacity.",450.0
V-fit-image18_blur_high.jpg,F01,"The red-marked object is a relatively small, flat item, while the blue-marked container is a significantly larger, shallow dish. Based on their relative dimensions, the small flat item will easily fit inside the larger container.",True
M-stability-image10.jpg,S02,"The brush is supported by two parallel metal bars. It will become unstable and potentially fall once its center of gravity moves past one of the support points or if it slides far enough to lose contact with one of the bars. Looking at the image, the distance from the current bar positions to the edges of the brush's main support structure appears to be roughly 3-5 cm. Moving it approximately 4-5 cm laterally would likely cause it to tip or fall off one of the bars.",4.0
A-fit-image4_blur_high.jpg,F07,"The red-marked object is a bulky piece of clothing, which, even when tightly compressed or folded, would have a volume significantly larger than the small, blue-marked opening. It is highly unlikely to fit through such a small hole without destroying it.",False
V-weight-image53_blur_high.jpg,W01,"The object is a wooden folding valet stand. Items like these, typically made of bamboo or lightweight wood, generally weigh between 2 to 5 kilograms depending on their size and material density. Given its structure with thin bars and a slatted lower shelf, a reasonable estimate is approximately 3000 grams.",3000.0
P-weight-image78-pov2.jpg,Estimate the weight of the salt in the red marked area.,"The pile of salt on the plate appears to be roughly 3-4 tablespoons in volume. Given that one tablespoon of table salt weighs approximately 17-19 grams, a pile of this size would likely weigh between 30 and 50 grams. Comparing it visually with the standard-sized bowl and table items, a value around 40 grams seems reasonable.",40.0
P-liquid_volume-image18.jpg,L02,"the mug appears to be a standard-sized coffee mug, typically having a capacity between 250 mL and 400 mL. Comparing it with the nearby 750 mL water bottle, a reasonable estimate for its full capacity is around 350 mL.",350.0
V-fit-image26.jpg,F06,"The pinecone (red-marked) appears significantly longer and bulkier than the interior space of the eyeglass case (blue-marked). Visually, when comparing their scales relative to the chair spokes, the pinecone spans a larger width than the case's open compartment. Since pinecones are relatively rigid and cannot be easily bent or folded without breaking, it is highly unlikely to fit inside and allow the container to close.",False
P-weight-image9.jpg,W03,"The red-marked object is a standard large round metal tin, typically used for chocolates or biscuits. Empty tins of this size generally weigh between 150g and 300g depending on the specific dimensions and gauge of the metal used.",250.0
M-fit-image13-pov2.jpg,F06,"The red-marked object is a rigid, triangular particle board that is significantly larger than the blue-marked cardboard container's opening in multiple dimensions. Given that it cannot be folded or bent without destruction, it will not fit inside.",False
V-weight-image45_blur_high.jpg,W01,"The object appears to be a small wooden pallet or slatted structure, approximately 60-70 cm in length. Based on its size and typical material density (wood), its weight is estimated to be around 2.5 kilograms.",2500.0
P-liquid_volume-image35.jpg,L02,"The container is a typical reusable water bottle. Based on its size relative to the table tennis paddle, its capacity is estimated to be around 500-600 mL, which is standard for such bottles.",600.0
V-angle-image32.jpg,A03,"The marked point is located on a long wooden stick. The question asks for the bend or joint angle at that point. Upon close inspection of the stick near the red mark, there is no distinct sharp bend or joint visible; the stick appears essentially straight at that location. In problems like these, a 'straight joint' or bend angle is typically close to 180 degrees. Alternatively, if there is a slight, almost imperceptible bend intended by the image markings, it is very close to 180 degrees.",175.0
V-angle-image30.jpg,A03,"The marked joint angle at the highlighted point between the wooden plank and its support base appears to be close to a standard right angle, though slightly obtuse from this camera perspective. Based on typical furniture construction and visual estimation, it is approximately 90 degrees.",90.0
B-fit-image4_blur_high.jpg,F07,"The red-marked object appears to be a roll of flexible material (possibly paper or thin plastic). Although its current rolled diameter is larger than the blue-marked opening, the material is highly deformable. It can be rolled tighter or squashed to significantly decrease its diameter, allowing it to fit through the circular opening.",True
B-stability-image10.jpg,S01,"The tape dispenser is already partially overhanging the table edge. By visual estimation, its center of mass is likely near the center of its base. It appears that approximately 40-45% of its length is already off the table. Given a typical length of roughly 15-20 cm for such an object, and its stable position now, it can likely be moved another 1-3 cm before its center of gravity crosses the edge and it tips.",2.0
P-fit-image21.jpg,F01,"The cardboard box (red marked object) is significantly smaller in both length and width compared to the internal compartment of the suitcase (blue marked container). It is also quite shallow, ensuring it will fit comfortably even when the suitcase is closed.",True
P-fit-image33-pov2.jpg,Will the potatos fit inside the plastic bag?,"By comparing the total volume of the potatoes in the red box with the capacity of the flat plastic bag in the blue box, the potatoes appear significantly bulkier than the bag can accommodate once filled in three dimensions.",False
P-liquid_volume-image12.jpg,L03,"The container in question is a plastic bottle typical of 1-liter capacity. Visually, the container is about 60-65% full, leaving around 35-40% of its volume as empty space. Given typical dimensions and fill levels seen in standard plastic bottles, I estimate the empty volume to be roughly 400 mL, considering typical total capacity is around 1000 mL.",400.0
V-fit-image27.jpg,F02,The eyeglass case is significantly shorter than the overall diameter of the pineapple dish's interior. It should fit easily if placed flat inside.,True
P-angle-image30.jpg,A01,"The marked angle is between a horizontal reference line and the sloped part of the metal bar. Visually, the angle appears to be approximately one-third of a 90-degree angle, placing it in the 30 to 35-degree range.",33.0
P-weight-image63.jpg,W03,"The marked object is a standard small hard-shell carry-on suitcase. Empty suitcases of this type and size typically weigh between 2,500 and 3,500 grams. I will estimate it at the lower end of that range, which is common for lightweight models.",2800.0
P-angle-image17_blur_high.jpg,A01,"The marked incline is represented by the wooden plank resting against the bucket. Based on its visual orientation relative to the horizon, the angle appears to be slightly less than 45 degrees. Measuring visually, the rise and run are roughly similar but the run is slightly longer, leading to an estimate around 42-45 degrees.",42.0
P-fit-image16.jpg,F01,"The small plastic cup marked in red is visually smaller in diameter and height than the opening and depth of the ceramic mug marked in blue. Therefore, it should fit inside comfortably.",True
A-stability-image4.jpg,"Continuing with the same pattern, adding how many more books will make the structure fall?","The stack of books follows an overhanging pattern where each successive book is shifted further to the left. In such structures (harmonic stacks), the center of gravity of all books above a given level must not exceed the edge of the supporting book below it. Looking at the current stack, the top book ('Jingo') is already quite far offset from 'The Fifth Elephant', which in turn is offset from 'Monstrous Regiment', and so on. The cumulative center of mass for the five books is nearing the left edge of the bottom-most book ('The Truth'). Adding one more book with the same incremental shift would likely push the collective center of mass beyond the support base provided by the lower books, causing the entire structure to tip.",1.0
P-stability-image7_blur_med.jpg,Estimate volume of water to make the structure fall.,"The structure consists of a large square wooden board acting as a counterweight for a smaller, narrow plank extending over the table edge. The plastic beaker is placed on the extended plank. Given typical dimensions and densities of these materials, the torque from the wooden board is significant. A volume of roughly 400-500 mL would likely provide enough weight to overcome the stability of the system, assuming typical lever arm lengths seen in such setups.",450.0
M-angle-image5.jpg,A01,"The marked angle consists of a horizontal reference line and an upward slanted line. Visually, the incline appears to be around 30 to 35 degrees relative to the horizontal.",30.0
P-stability-image7.jpg,Estimate volume of water to make the structure fall.,"The stability of the structure depends on the torque balance at the table edge. The counterweight is a rectangular wooden board, and the load is the water in the beaker on the wooden strip. Given the dimensions, the board's center of mass is roughly 10-12 cm from the pivot point, while the beaker is about 15-18 cm out. Estimating the board weight at around 300-400g based on its apparent size and typical MDF density, it provides significant counter-torque. To overcome this torque, a volume of around 250-350 mL would typically be required, but it looks slightly closer to a point of instability, so 250 mL is a reasonable middle-ground estimate for such experiments.",250.0
B-fit-image4_blur_low.jpg,F07,"The red-marked object is a rolled bundle of flexible material, likely paper or cardstock. Its diameter can be easily reduced by rolling it more tightly or folding it without destroying it. The blue-marked opening is a hole of comparable diameter to the object's current state, so it will fit through once compacted further.",True
V-weight-image56.jpg,W01,"The object is a rechargeable emergency lantern. Based on its size and construction (mostly plastic housing with a battery and LEDs inside), such items typically weigh between 400 and 700 grams.",500.0
P-weight-image79-pov2.jpg,W04,"The object is a small black lid filled with green cardamom pods. A single green cardamom pod typically weighs between 0.1g and 0.2g. There appear to be around 60-80 pods in the lid, which would weigh roughly 10-15 grams. Adding the weight of the small plastic lid, the total estimated weight is around 20 grams.",20.0
V-fit-image27_blur_med.jpg,F02,"The red-marked object (glasses case) has a length that appears roughly equal to or slightly smaller than the widest diameter of the blue-marked pineapple dish. Therefore, it would fit within the boundaries of the container if placed horizontally.",True
M-weight-image1_blur_med.jpg,W04,"The marked object consists of four large Olympic weight plates. Standard plates of this size typically weigh 20kg (20,000g) each. 4 plates * 20,000g/plate = 80,000g.",80000.0
M-angle-image9.jpg,A03,"The marked angle is at the bend in the black metal chair frame, specifically between the diagonal back support and the short horizontal portion near the front. Visually, the angle appears significantly larger than 90 degrees, likely in the range of 120 to 140 degrees. Based on its appearance in the image, 130 degrees is a reasonable estimate.",130.0
P-fit-image18.jpg,F01,"The red-marked object is a standard-sized die, and the blue-marked container is a plastic measuring cup. Visually, the width of the die is significantly smaller than the opening of the cup, and its height is also much smaller than that of the cup. Therefore, the die will easily fit inside the cup.",True
P-liquid_volume-image75.jpg,L02,"The marked container is a round glass storage container with a locking lid. Based on its size relative to the surrounding objects like the scissors and typical household container standards, it appears to have a diameter of approximately 12-14 cm and a height of about 5-6 cm. Typical volumes for this size range from 400 mL to 600 mL. A common standard size for such containers is around 450 mL.",450.0
V-weight-image45.jpg,W01,"The object is a wooden slatted structure, possibly a small crate side or a decorative tray. Given its size relative to the wall and floor tiles, it appears to be roughly 40-50 cm long and 25-30 cm wide. Made of relatively thin slats of wood, a likely weight would be around 1 kilogram.",1200.0
B-angle-image2.jpg,A01,"The marked angle is between a horizontal reference line and the upward-pointing stroke of the letter 'k'. Visually, this angle is steeper than 45 degrees, estimated to be approximately 60-65 degrees.",62.0
A-stability-image2_blur_high.jpg,"When the bat just falls off, how far will the bat be extending from the edge?","A cricket bat's standard total length is roughly 85 cm. When it is perfectly balanced and about to fall off the edge, its center of mass (CoM) must be exactly at the edge. For most cricket bats, the center of mass or balance point is located roughly between 40 and 45 cm from the toe (bottom). Assuming a typical balance point for a full-size bat, the extension from the edge would be approximately half its total length or slightly more due to the weight of the blade, around 42.5 - 45 cm.",42.5
V-weight-image44.jpg,W01,"The object is a wooden stool. Based on its size relative to the wall socket and floor tiles, it is likely made of solid wood. Typical wooden stools of this medium size weigh between 3 to 6 kilograms.",4500.0
P-angle-image19_blur_high.jpg,A01,"The marked angle is between a horizontal reference line and the inclined backrest of the bench. Looking closely at the image, the backrest is tilted slightly back from the vertical (90 degrees). The angle from the reference line (horizontal) to the surface appears to be slightly greater than 90 degrees, commonly around 100-110 degrees, but visually in this perspective, if estimated from the forward horizontal, it would be around 75-85 degrees depending on the side. Given the common lean of benches, an angle of roughly 75-80 degrees from the front-facing horizontal is typical if it were more inclined, but it looks fairly steep. Estimating based on typical perspective, it looks close to 75-80 degrees.",75.0
P-liquid_volume-image7.jpg,L02,"The container is a typical-sized insulated water bottle. Based on its dimensions relative to the other objects, it likely has a capacity between 500 mL and 750 mL. Standard common size for this height is around 500-600 mL.",500.0
P-weight-image2_blur_high.jpg,W03,"The red-marked object is a vacuum-insulated stainless steel bottle. Based on its proportions and common designs (likely around 750ml to 1L capacity), an empty bottle of this type typically weighs between 400 and 600 grams.",500.0
V-weight-image37_blur_med.jpg,W03,"the object is a standard air fryer, which typically weighs between 4,000 and 6,000 grams when empty.",4500.0
P-liquid_volume-image47.jpg,L02,"The container appears to be a standard 500 mL bottle of liquid antiseptic, given its size relative to the adjacent ukulele and pan.",500.0
P-fit-image20.jpg,F01,"The length of the sandal significantly exceeds the diameter and height of the measuring cup, making it physically impossible to fit inside.",False
P-angle-image29.jpg,A01,"The incline angle is estimated by observing the slope of the marked red lines. Using approximate horizontal and vertical distances from the vertex where they meet: vertical rise looks to be around 1/3 of the horizontal run, leading to an angle estimation of roughly 20-22 degrees. More specifically, tan(theta) ≈ 0.38, theta ≈ 21°.",21.0
P-fit-image23_blur_med.jpg,F02,"The metal cup (red-marked) appears to have a slightly smaller diameter than the top opening of the paper container (blue-marked), which looks like a soup or ice cream cup. Based on visual comparison, it is highly likely that the diameter of the metal cup will fit inside the blue container.",True
P-fit-image34-pov2_blur_med.jpg,Will the potatos fit inside the plastic bag?,"The size of the blue container (the plastic bag) is comparable to or slightly larger in area than the group of potatoes in the red container. Given the flexibility of plastic bags to expand when filled, the bunch of potatoes should fit inside.",True
P-fit-image30.jpg,F06,"The red-marked object is a bundle of cotton wool, which is highly compressible. Although it appears similar in area to the blue-marked glasses case, its fluffy nature allows it to be squeezed into a much smaller volume, easily fitting within the container.",True
B-stability-image5_blur_high.jpg,S01,"The green cutting mat has its center of mass near the table's edge. Approximately 40% of its width is currently hanging off. Considering typical mat widths (e.g., 45-60 cm), the center of gravity is only a few centimeters inside the edge support.",5.0
P-weight-image3.jpg,W01,The red-marked object is a standard roll of brown packing tape. A standard full roll typically weighs between 150 to 250 grams depending on its width and length. This roll looks fairly full.,200.0
V-angle-image65-pov2.jpg,A03,"The marked angle is between the bottom edge of the leaning box and the horizontal floor. Visually, the box is leaning fairly steeply. The angle appears to be approximately 65 degrees based on its orientation relative to the vertical furniture leg and the floor.",65.0
P-angle-image36_blur_low.jpg,A01,"The board is leaning against a wall at a steep incline. Estimating from the visual orientation relative to the horizontal floor, the interior angle is significantly greater than 45 degrees, likely around 65 degrees.",65.0
B-angle-image11.jpg,A01,"The marked incline angle is between a horizontal reference line and the sloping top rail of the banister. Visually, the angle is acute and appears to be consistent with typical handrail slopes, which generally fall between 30 and 40 degrees. Based on observation, it looks slightly flatter than 45 degrees, roughly estimated around 32 degrees.",32.0
P-stability-image7_blur_low.jpg,Estimate volume of water to make the structure fall.,"The structure consists of a square board acting as a counterweight and a thinner board extending past the table's edge supporting a beaker. Based on the position of the pivot and the visual estimation of the beaker's distance, it would likely require a significant portion of its capacity to cause a tip. Typical values for such experiments range from 200 to 500 mL depending on the board's mass.",400.0
